Roll,Name,Email,Dept
1401AI43,Sakshi,Sakshi@mycollege.in,AI
1401CB43,Sneha,Sneha@mycollege.in,CB
1401CE43,Sushil,Sushil@mycollege.in,CE
1401CH43,Sanskriti,Sanskriti@mycollege.in,CH
1401CS43,Akhil,Akhil@mycollege.in,CS
1401CT42,Sanjeev,Sanjeev@mycollege.in,CT
1401EC42,Sidhi,Sidhi@mycollege.in,EC
1401MC42,Pradip,Pradip@mycollege.in,MC
1401MM42,Babu,Babu@mycollege.in,MM
1401MT37,Rishit,Rishit@mycollege.in,MT
1401AI44,Shivani,Shivani@mycollege.in,AI
1401CB44,Pranjal,Pranjal@mycollege.in,CB
1401CE44,Vartika,Vartika@mycollege.in,CE
1401CH44,Danish,Danish@mycollege.in,CH
1401CS44,Madhav,Madhav@mycollege.in,CS
1401CT43,Simaran,Simaran@mycollege.in,CT
1401EC43,Hartesh,Hartesh@mycollege.in,EC
1401MC43,Mrityunjay,Mrityunjay@mycollege.in,MC
1401MM43,Bibhu,Bibhu@mycollege.in,MM
1401MT38,Meenu,Meenu@mycollege.in,MT
1401AI45,Prakhar,Prakhar@mycollege.in,AI
1401CB45,Isha,Isha@mycollege.in,CB
1401CE45,Aviral,Aviral@mycollege.in,CE
1401CH45,Tamanna,Tamanna@mycollege.in,CH
1401CS45,Divyam,Divyam@mycollege.in,CS
1401CT44,Shrishti,Shrishti@mycollege.in,CT
1401EC44,Mrithyunjay,Mrithyunjay@mycollege.in,EC
1401MC44,Kavish,Kavish@mycollege.in,MC
1401MM44,Chirayu,Chirayu@mycollege.in,MM
1401MT39,Ranjan,Ranjan@mycollege.in,MT
1401CB46,Sumit,Sumit@mycollege.in,CB
1401CE46,Abdul,Abdul@mycollege.in,CE
1401CH46,Unnati,Unnati@mycollege.in,CH
1401CS46,Kirti,Kirti@mycollege.in,CS
1401CT45,Amrit,Amrit@mycollege.in,CT
1401EC45,Nishtha,Nishtha@mycollege.in,EC
1401MC45,Monica,Monica@mycollege.in,MC
1401MM45,Sameeksha,Sameeksha@mycollege.in,MM
1401MT40,Shukant,Shukant@mycollege.in,MT
1401CB47,Kishan,Kishan@mycollege.in,CB
1401CE47,Sumeet,Sumeet@mycollege.in,CE
1401CH47,Sachin,Sachin@mycollege.in,CH
1401CS47,Annanya,Annanya@mycollege.in,CS
1401CT46,Arman,Arman@mycollege.in,CT
1401EC46,Dilip,Dilip@mycollege.in,EC
1401MC46,Sabareesh,Sabareesh@mycollege.in,MC
1401MM46,Ashmita,Ashmita@mycollege.in,MM
1401MT41,Jashveer,Jashveer@mycollege.in,MT
1401CB48,Pawan,Pawan@mycollege.in,CB
1401CE48,Prerna,Prerna@mycollege.in,CE
1401CH48,Anupam,Anupam@mycollege.in,CH
1401CS48,Arunima,Arunima@mycollege.in,CS
1401CT47,Archana,Archana@mycollege.in,CT
1401EC47,Ramanakanth,Ramanakanth@mycollege.in,EC
1401MC47,Lakshmi,Lakshmi@mycollege.in,MC
1401MM47,Chhavi,Chhavi@mycollege.in,MM
1401MT42,Nargis,Nargis@mycollege.in,MT
1401CB49,Soumya,Soumya@mycollege.in,CB
1401CE49,Nupur,Nupur@mycollege.in,CE
1401CH49,Shailesh,Shailesh@mycollege.in,CH
1401CS49,Niteesh,Niteesh@mycollege.in,CS
1401CT48,Avanish,Avanish@mycollege.in,CT
1401EC48,Durgesh,Durgesh@mycollege.in,EC
1401MC48,Love,Love@mycollege.in,MC
1401MM48,Shreepriya,Shreepriya@mycollege.in,MM
1401MT43,Shreyans,Shreyans@mycollege.in,MT
1401CB50,Neelesh,Neelesh@mycollege.in,CB
1401CE50,Neha,Neha@mycollege.in,CE
1401CH50,Shoaib,Shoaib@mycollege.in,CH
