Roll,Name,Email,Dept
1401MT16,Kandarp,Kandarp@mycollege.in,MT
1401MT17,Noopur,Noopur@mycollege.in,MT
1401MT18,Suchita,Suchita@mycollege.in,MT
1401MT19,Sumaiya,Sumaiya@mycollege.in,MT
1401MT20,Himanshi,Himanshi@mycollege.in,MT
1401MT21,Ibrahim,Ibrahim@mycollege.in,MT
1401MT22,Jagriti,Jagriti@mycollege.in,MT
1401MT23,Khansa,Khansa@mycollege.in,MT
1401MT24,Kunaal,Kunaal@mycollege.in,MT
1401MT25,Ishwa,Ishwa@mycollege.in,MT
1401MT26,Joshika,Joshika@mycollege.in,MT
1401MT27,Sawan,Sawan@mycollege.in,MT
1401MT28,Priyesh,Priyesh@mycollege.in,MT
1401MT29,Priyal,Priyal@mycollege.in,MT
1401MT30,Pradium,Pradium@mycollege.in,MT
1401MT31,Omhari,Omhari@mycollege.in,MT
1401MT32,Pranidhi,Pranidhi@mycollege.in,MT
1401MT33,Leena,Leena@mycollege.in,MT
1401MT34,Harshada,Harshada@mycollege.in,MT
1401MT35,Prathmesh,Prathmesh@mycollege.in,MT
1401MT36,Ritank,Ritank@mycollege.in,MT
1401MT37,Rishit,Rishit@mycollege.in,MT
1401MT38,Meenu,Meenu@mycollege.in,MT
1401MT39,Ranjan,Ranjan@mycollege.in,MT
1401MT40,Shukant,Shukant@mycollege.in,MT
1401MT41,Jashveer,Jashveer@mycollege.in,MT
1401MT42,Nargis,Nargis@mycollege.in,MT
1401MT43,Shreyans,Shreyans@mycollege.in,MT
1401MT44,Manaswini,Manaswini@mycollege.in,MT
1401MT45,Neelu,Neelu@mycollege.in,MT
1401MT46,Mukund,Mukund@mycollege.in,MT
1401MT47,Eshma,Eshma@mycollege.in,MT
1401MT48,Aruba,Aruba@mycollege.in,MT
1401MT49,Ehtisham,Ehtisham@mycollege.in,MT
1401MT50,Nitya,Nitya@mycollege.in,MT
1401MT51,Nishu,Nishu@mycollege.in,MT
1401MT52,Noorsaba,Noorsaba@mycollege.in,MT
1401MT53,Punya,Punya@mycollege.in,MT
1401MT54,Nihal,Nihal@mycollege.in,MT
1401MT55,Devyanti,Devyanti@mycollege.in,MT
1401MT56,Nishchay,Nishchay@mycollege.in,MT
1401MT57,Shagun,Shagun@mycollege.in,MT
1401MT58,Joy,Joy@mycollege.in,MT
1401MT59,Reshami,Reshami@mycollege.in,MT
1401MT60,Ronit,Ronit@mycollege.in,MT
1401MT61,Rishu,Rishu@mycollege.in,MT
1401MT62,Prasun,Prasun@mycollege.in,MT
1401MT63,Prakharendra,Prakharendra@mycollege.in,MT
1401MT64,Priyamvada,Priyamvada@mycollege.in,MT
1401MT65,Rajneesh,Rajneesh@mycollege.in,MT
1401MT66,Kausar,Kausar@mycollege.in,MT
1401MT67,Rouby,Rouby@mycollege.in,MT
1401MT68,Sanket,Sanket@mycollege.in,MT
1401MT69,Hari,Hari@mycollege.in,MT
1401MT70,Saumile,Saumile@mycollege.in,MT
1401MT71,Shagufta,Shagufta@mycollege.in,MT
1401MT72,Shaad,Shaad@mycollege.in,MT
1401MT73,Rupali,Rupali@mycollege.in,MT
1401MT74,Jenamani,Jenamani@mycollege.in,MT
1401MT75,Sadiya,Sadiya@mycollege.in,MT
1401MT76,Saksham,Saksham@mycollege.in,MT
1401MT77,Saharsh,Saharsh@mycollege.in,MT
1401MT78,Kushan,Kushan@mycollege.in,MT
1401MC01,Indra,Indra@mycollege.in,MC
1401MC02,Sasi,Sasi@mycollege.in,MC
1401MC03,Arvind,Arvind@mycollege.in,MC
1401MC04,Kartik,Kartik@mycollege.in,MC
1401MC05,Kartikeya,Kartikeya@mycollege.in,MC
1401MC06,Chaitanya,Chaitanya@mycollege.in,MC
