Roll,Name,Email,Dept
1401AI15,Amit,Amit@mycollege.in,AI
1401CB15,Nisha,Nisha@mycollege.in,CB
1401CE15,Jyoti,Jyoti@mycollege.in,CE
1401CH15,Muskaan,Muskaan@mycollege.in,CH
1401CS15,Aayushi,Aayushi@mycollege.in,CS
1401CT14,Virat,Virat@mycollege.in,CT
1401EC14,Manshi,Manshi@mycollege.in,EC
1401MC14,Lalit,Lalit@mycollege.in,MC
1401MM14,Chandran,Chandran@mycollege.in,MM
1401MT13,Kaushiki,Kaushiki@mycollege.in,MT
1401AI16,Saumya,Saumya@mycollege.in,AI
1401CB16,Arun,Arun@mycollege.in,CB
1401CE16,Parul,Parul@mycollege.in,CE
1401CH16,Divyansh,Divyansh@mycollege.in,CH
1401CS16,Akshay,Akshay@mycollege.in,CS
1401CT15,Varsha,Varsha@mycollege.in,CT
1401EC15,Prakhyat,Prakhyat@mycollege.in,EC
1401MC15,Urmila,Urmila@mycollege.in,MC
1401MM15,Anshul,Anshul@mycollege.in,MM
1401MT14,Elamathi,Elamathi@mycollege.in,MT
1401AI17,Rishabh,Rishabh@mycollege.in,AI
1401CB17,Pallavi,Pallavi@mycollege.in,CB
1401CE17,Shambhavi,Shambhavi@mycollege.in,CE
1401CH17,Kushal,Kushal@mycollege.in,CH
1401CS17,Shekhar,Shekhar@mycollege.in,CS
1401CT16,Sunny,Sunny@mycollege.in,CT
1401EC16,Saket,Saket@mycollege.in,EC
1401MC16,Sudhakar,Sudhakar@mycollege.in,MC
1401MM16,Saanchi,Saanchi@mycollege.in,MM
1401MT15,Vasundhara,Vasundhara@mycollege.in,MT
1401AI18,Shruti,Shruti@mycollege.in,AI
1401CB18,Aniket,Aniket@mycollege.in,CB
1401CE18,Anshu,Anshu@mycollege.in,CE
1401CH18,Nitish,Nitish@mycollege.in,CH
1401CS18,Amisha,Amisha@mycollege.in,CS
1401CT17,Vineeta,Vineeta@mycollege.in,CT
1401EC17,Rishika,Rishika@mycollege.in,EC
1401MC17,Dhruva,Dhruva@mycollege.in,MC
1401MM17,Aadil,Aadil@mycollege.in,MM
1401MT16,Kandarp,Kandarp@mycollege.in,MT
1401AI19,Himanshu,Himanshu@mycollege.in,AI
1401CB19,Nikita,Nikita@mycollege.in,CB
1401CE19,Keshav,Keshav@mycollege.in,CE
1401CH19,Preeti,Preeti@mycollege.in,CH
1401CS19,Amrita,Amrita@mycollege.in,CS
1401CT18,Vibhanshu,Vibhanshu@mycollege.in,CT
1401EC18,Satvik,Satvik@mycollege.in,EC
1401MC18,Dhananjay,Dhananjay@mycollege.in,MC
1401MM18,Ali,Ali@mycollege.in,MM
1401MT17,Noopur,Noopur@mycollege.in,MT
1401AI20,Kajal,Kajal@mycollege.in,AI
1401CB20,Vijay,Vijay@mycollege.in,CB
1401CE20,Prince,Prince@mycollege.in,CE
1401CH20,Anand,Anand@mycollege.in,CH
1401CS20,Sekhar,Sekhar@mycollege.in,CS
1401CT19,Monti,Monti@mycollege.in,CT
1401EC19,Sanskar,Sanskar@mycollege.in,EC
1401MC19,Rama,Rama@mycollege.in,MC
1401MM19,Nishant,Nishant@mycollege.in,MM
1401MT18,Suchita,Suchita@mycollege.in,MT
1401AI21,Ankit,Ankit@mycollege.in,AI
1401CB21,Ananya,Ananya@mycollege.in,CB
1401CE21,Prakash,Prakash@mycollege.in,CE
1401CH21,Hemant,Hemant@mycollege.in,CH
1401CS21,Kundalik,Kundalik@mycollege.in,CS
1401CT20,Minakshi,Minakshi@mycollege.in,CT
1401EC20,Prateek,Prateek@mycollege.in,EC
1401MC20,Raj,Raj@mycollege.in,MC
1401MM20,Aaditya,Aaditya@mycollege.in,MM
