Roll,Name,Email,Dept
1401AI10,Saurabh,Saurabh@mycollege.in,AI
1401CB10,Ajay,Ajay@mycollege.in,CB
1401CE09,Sandeep,Sandeep@mycollege.in,CE
1401CH09,Smriti,Smriti@mycollege.in,CH
1401CS09,Ekta,Ekta@mycollege.in,CS
1401CT09,Shalu,Shalu@mycollege.in,CT
1401EC09,Pankhuri,Pankhuri@mycollege.in,EC
1401MC09,Subodh,Subodh@mycollege.in,MC
1401MM09,Utkarsha,Utkarsha@mycollege.in,MM
1401MT09,Fariya,Fariya@mycollege.in,MT
1401AI11,Muskan,Muskan@mycollege.in,AI
1401CB11,Akanksha,Akanksha@mycollege.in,CB
1401CE10,Ishita,Ishita@mycollege.in,CE
1401CH10,Manu,Manu@mycollege.in,CH
1401CS10,Adil,Adil@mycollege.in,CS
1401CT10,Sudheer,Sudheer@mycollege.in,CT
1401EC10,Nilesh,Nilesh@mycollege.in,EC
1401MC10,Surendra,Surendra@mycollege.in,MC
1401MM10,Deep,Deep@mycollege.in,MM
1401MT10,Toshit,Toshit@mycollege.in,MT
1401AI12,Rahul,Rahul@mycollege.in,AI
1401CB12,Neeraj,Neeraj@mycollege.in,CB
1401CE11,Shaurya,Shaurya@mycollege.in,CE
1401CH11,Deependra,Deependra@mycollege.in,CH
1401CS11,Ritesh,Ritesh@mycollege.in,CS
1401CT11,Vipul,Vipul@mycollege.in,CT
1401EC11,Mallika,Mallika@mycollege.in,EC
1401MC11,Ashok,Ashok@mycollege.in,MC
1401MM11,Dushyant,Dushyant@mycollege.in,MM
1401MT11,Kanha,Kanha@mycollege.in,MT
1401AI13,Utkarsh,Utkarsh@mycollege.in,AI
1401CB13,Ritika,Ritika@mycollege.in,CB
1401CE12,Kashish,Kashish@mycollege.in,CE
1401CH12,Anoop,Anoop@mycollege.in,CH
1401CS12,Bhumika,Bhumika@mycollege.in,CS
1401CT12,Vipin,Vipin@mycollege.in,CT
1401EC12,Mahima,Mahima@mycollege.in,EC
1401MC12,Suresh,Suresh@mycollege.in,MC
1401MM12,Anshuman,Anshuman@mycollege.in,MM
1401MT12,Khalid,Khalid@mycollege.in,MT
1401AI14,Vaibhav,Vaibhav@mycollege.in,AI
1401CB14,Tanya,Tanya@mycollege.in,CB
1401CE13,Vineet,Vineet@mycollege.in,CE
1401CH13,Devendra,Devendra@mycollege.in,CH
1401CS13,Samriddhi,Samriddhi@mycollege.in,CS
1401CT13,Yashika,Yashika@mycollege.in,CT
1401EC13,Mehak,Mehak@mycollege.in,EC
1401MC13,Karthikeya,Karthikeya@mycollege.in,MC
1401MM13,Sukumaran,Sukumaran@mycollege.in,MM
1401MT13,Kaushiki,Kaushiki@mycollege.in,MT
1401AI15,Amit,Amit@mycollege.in,AI
1401CB15,Nisha,Nisha@mycollege.in,CB
1401CE14,Mayank,Mayank@mycollege.in,CE
1401CH14,Diksha,Diksha@mycollege.in,CH
1401CS14,Anmol,Anmol@mycollege.in,CS
1401CT14,Virat,Virat@mycollege.in,CT
1401EC14,Manshi,Manshi@mycollege.in,EC
1401MC14,Lalit,Lalit@mycollege.in,MC
1401MM14,Chandran,Chandran@mycollege.in,MM
1401MT14,Elamathi,Elamathi@mycollege.in,MT
1401AI16,Saumya,Saumya@mycollege.in,AI
1401CB16,Arun,Arun@mycollege.in,CB
1401CE15,Jyoti,Jyoti@mycollege.in,CE
1401CH15,Muskaan,Muskaan@mycollege.in,CH
1401CS15,Aayushi,Aayushi@mycollege.in,CS
1401CT15,Varsha,Varsha@mycollege.in,CT
1401EC15,Prakhyat,Prakhyat@mycollege.in,EC
1401MC15,Urmila,Urmila@mycollege.in,MC
1401MM15,Anshul,Anshul@mycollege.in,MM
1401MT15,Vasundhara,Vasundhara@mycollege.in,MT
1401AI17,Rishabh,Rishabh@mycollege.in,AI
1401CB17,Pallavi,Pallavi@mycollege.in,CB
1401CE16,Parul,Parul@mycollege.in,CE
1401CH16,Divyansh,Divyansh@mycollege.in,CH
1401CS16,Akshay,Akshay@mycollege.in,CS
1401CT16,Sunny,Sunny@mycollege.in,CT
1401EC16,Saket,Saket@mycollege.in,EC
1401MC16,Sudhakar,Sudhakar@mycollege.in,MC
1401MM16,Saanchi,Saanchi@mycollege.in,MM
1401MT16,Kandarp,Kandarp@mycollege.in,MT
1401AI18,Shruti,Shruti@mycollege.in,AI
1401CB18,Aniket,Aniket@mycollege.in,CB
1401CE17,Shambhavi,Shambhavi@mycollege.in,CE
1401CH17,Kushal,Kushal@mycollege.in,CH
1401CS17,Shekhar,Shekhar@mycollege.in,CS
1401CT17,Vineeta,Vineeta@mycollege.in,CT
